Région;Départements;Code commune;Commune;nombre de redevables;patrimoine moyen en €;impôt moyen en €
Bretagne;FINISTERE;290019;BREST; 396   ; 1 543 442   ; 5 911   
Bretagne;FINISTERE;290232;QUIMPER; 298   ; 2 045 962   ; 15 859   
Bretagne;ILLE-ET-VILAINE;350115;FOUGERES; 105   ; 1 379 528   ; 4 356   
Bretagne;ILLE-ET-VILAINE;350238;RENNES; 1 561   ; 1 571 579   ; 6 244   
Bretagne;ILLE-ET-VILAINE;350288;SAINT MALO; 515   ; 1 421 156   ; 4 528   
Bretagne;MORBIHAN;560121;LORIENT; 208   ; 1 479 949   ; 5 325   
Bretagne;MORBIHAN;560260;VANNES; 541   ; 1 421 436   ; 4 670   
Centre;CHER;180033;BOURGES; 334   ; 1 643 670   ; 6 637   
Centre;CHER;180279;VIERZON; 92   ; 1 365 377   ; 4 532   
Centre;EURE-ET-LOIR;280085;CHARTRES; 372   ; 1 487 666   ; 5 271   
Centre;EURE-ET-LOIR;280134;DREUX; 101   ; 1 532 592   ; 6 137   
Centre;INDRE;360044;CHATEAUROUX; 182   ; 1 759 564   ; 8 826   
Centre;INDRE-ET-LOIRE;370122;JOUE LES TOURS; 128   ; 1 267 307   ; 3 560   
Centre;INDRE-ET-LOIRE;370261;TOURS; 915   ; 1 439 258   ; 5 109   
Centre;LOIRET;450234;ORLEANS; 823   ; 1 446 140   ; 4 964   
Centre;LOIR-ET-CHER;410018;BLOIS; 246   ; 1 371 990   ; 4 352   
Champagne-Ardenne;ARDENNES;080105;CHARLEVILLE MEZIERES; 196   ; 1 368 806   ; 4 495   
Champagne-Ardenne;AUBE;100387;TROYES; 306   ; 1 584 442   ; 6 321   
Champagne-Ardenne;HAUTE-MARNE;520121;CHAUMONT; 72   ; 1 303 646   ; 3 694   
Champagne-Ardenne;HAUTE-MARNE;520448;SAINT-DIZIER; 72   ; 2 194 637   ; 11 212   
Champagne-Ardenne;MARNE;510108;CHALONS EN CHAMPAGNE; 164   ; 1 497 550   ; 5 255   
Champagne-Ardenne;MARNE;510230;EPERNAY; 133   ; 1 803 705   ; 8 916   
Champagne-Ardenne;MARNE;510454;REIMS; 900   ; 1 698 247   ; 7 689   
Corse;CORSE-DU-SUD;2A0004;AJACCIO; 173   ; 1 837 864   ; 8 502   
Corse;HAUTE-CORSE;2B0033;BASTIA; 78   ; 1 672 979   ; 7 310   
Franche-Comté;DOUBS;250056;BESANCON; 527   ; 1 538 514   ; 5 949   
Franche-Comté;DOUBS;250388;MONTBELIARD; 91   ; 1 376 884   ; 4 289   
Franche-Comté;HAUTE-SAONE;700550;VESOUL; 66   ; 1 299 467   ; 3 686   
Franche-Comté;JURA;390198;DOLE; 92   ; 1 247 458   ; 3 293   
Franche-Comté;TERRITOIRE DE BELFORT;900010;BELFORT; 159   ; 1 500 022   ; 5 247   
Guadeloupe;GOUADELOUPE;971113;LE GOSIER; 67   ; 1 680 025   ; 6 808   
Guyane;GUYANE;Aucune ville de plus de 20 000 habitants ayant plus de 50 redevables à l'ISF;;;;
Haute-Normandie;EURE;270229;EVREUX; 244   ; 1 442 328   ; 4 969   
Haute-Normandie;EURE;270681;VERNON; 144   ; 1 368 640   ; 4 237   
Haute-Normandie;SEINE-MARITIME;760217;DIEPPE; 148   ; 1 363 933   ; 4 116   
Haute-Normandie;SEINE-MARITIME;760259;FECAMP; 103   ; 1 415 435   ; 4 657   
Haute-Normandie;SEINE-MARITIME;760351;LE HAVRE; 529   ; 1 521 188   ; 5 665   
Haute-Normandie;SEINE-MARITIME;760451;MONT SAINT AIGNAN; 374   ; 1 753 295   ; 7 762   
Haute-Normandie;SEINE-MARITIME;760540;ROUEN; 623   ; 1 496 456   ; 5 504   
Ile de France;ESSONNE;910027;ATHIS MONS; 106   ; 1 381 007   ; 4 636   
Ile de France;ESSONNE;910103;BRETIGNY SUR ORGE; 67   ; 1 246 465   ; 3 270   
Ile de France;ESSONNE;910114;BRUNOY; 238   ; 1 421 618   ; 4 899   
Ile de France;ESSONNE;910174;CORBEIL ESSONNES; 102   ; 1 293 522   ; 3 828   
Ile de France;ESSONNE;910201;DRAVEIL; 165   ; 1 300 720   ; 3 779   
Ile de France;ESSONNE;910223;ETAMPES; 99   ; 1 621 307   ; 6 451   
Ile de France;ESSONNE;910228;EVRY; 57   ; 1 450 959   ; 5 647   
Ile de France;ESSONNE;910272;GIF SUR YVETTE; 504   ; 1 391 889   ; 4 520   
Ile de France;ESSONNE;910377;MASSY; 116   ; 1 262 699   ; 3 553   
Ile de France;ESSONNE;910421;MONTGERON; 211   ; 1 407 968   ; 4 813   
Ile de France;ESSONNE;910477;PALAISEAU; 292   ; 1 805 620   ; 8 176   
Ile de France;ESSONNE;910521;RIS ORANGIS; 84   ; 1 237 002   ; 3 126   
Ile de France;ESSONNE;910589;SAVIGNY SUR ORGE; 203   ; 1 269 465   ; 3 490   
Ile de France;ESSONNE;910570;ST MICHEL SUR ORGE; 69   ; 1 220 007   ; 3 195   
Ile de France;ESSONNE;910549;STE GENEVIEVE DES BOIS; 198   ; 1 382 950   ; 4 269   
Ile de France;ESSONNE;910687;VIRY CHATILLON; 87   ; 1 282 856   ; 3 545   
Ile de France;ESSONNE;910691;YERRES; 174   ; 1 352 403   ; 4 239   
Ile de France;HAUTS-DE-SEINE;922002;ANTONY; 965   ; 1 324 997   ; 4 035   
Ile de France;HAUTS-DE-SEINE;921004;ASNIERES; 956   ; 1 517 915   ; 5 782   
Ile de France;HAUTS-DE-SEINE;922007;BAGNEUX; 97   ; 1 323 251   ; 3 922   
Ile de France;HAUTS-DE-SEINE;921009;BOIS-COLOMBES; 381   ; 1 348 175   ; 4 083   
Ile de France;HAUTS-DE-SEINE;922012;BOULOGNE BILLANCOURT; 3 963   ; 1 794 212   ; 8 583   
Ile de France;HAUTS-DE-SEINE;922019;CHATENAY MALABRY; 376   ; 1 417 959   ; 4 898   
Ile de France;HAUTS-DE-SEINE;922020;CHATILLON; 263   ; 1 303 385   ; 3 816   
Ile de France;HAUTS-DE-SEINE;922023;CLAMART; 798   ; 1 396 805   ; 4 598   
Ile de France;HAUTS-DE-SEINE;921024;CLICHY; 178   ; 1 342 937   ; 4 209   
Ile de France;HAUTS-DE-SEINE;921025;COLOMBES; 499   ; 1 429 764   ; 4 904   
Ile de France;HAUTS-DE-SEINE;921026;COURBEVOIE; 1 265   ; 1 366 481   ; 4 335   
Ile de France;HAUTS-DE-SEINE;922032;FONTENAY AUX ROSES; 340   ; 1 327 635   ; 4 036   
Ile de France;HAUTS-DE-SEINE;922040;ISSY LES MOULINEAUX; 747   ; 1 477 643   ; 5 078   
Ile de France;HAUTS-DE-SEINE;921035;LA GARENNE COLOMBES; 347   ; 1 397 432   ; 4 649   
Ile de France;HAUTS-DE-SEINE;922060;LE PLESSIS ROBINSON; 174   ; 1 263 626   ; 3 426   
Ile de France;HAUTS-DE-SEINE;921044;LEVALLOIS-PERRET; 1 231   ; 1 606 050   ; 6 439   
Ile de France;HAUTS-DE-SEINE;922046;MALAKOFF; 149   ; 1 361 303   ; 4 203   
Ile de France;HAUTS-DE-SEINE;922048;MEUDON; 1 299   ; 1 508 347   ; 5 617   
Ile de France;HAUTS-DE-SEINE;922049;MONTROUGE; 424   ; 1 653 057   ; 8 105   
Ile de France;HAUTS-DE-SEINE;921050;NANTERRE; 280   ; 1 331 009   ; 3 937   
Ile de France;HAUTS-DE-SEINE;921051;NEUILLY SUR SEINE; 6 625   ; 2 738 599   ; 18 998   
Ile de France;HAUTS-DE-SEINE;921062;PUTEAUX; 348   ; 1 467 800   ; 5 417   
Ile de France;HAUTS-DE-SEINE;921063;RUEIL MALMAISON; 1 699   ; 1 502 418   ; 5 560   
Ile de France;HAUTS-DE-SEINE;922064;SAINT CLOUD; 1 684   ; 2 056 046   ; 11 972   
Ile de France;HAUTS-DE-SEINE;922072;SEVRES; 725   ; 1 693 969   ; 7 265   
Ile de France;HAUTS-DE-SEINE;921073;SURESNES; 582   ; 1 612 384   ; 6 434   
Ile de France;HAUTS-DE-SEINE;922075;VANVES; 377   ; 1 413 853   ; 4 624   
Ile de France;PARIS;754101;PARIS 01; 735   ; 2 134 235   ; 12 521   
Ile de France;PARIS;754102;PARIS 02; 381   ; 1 553 715   ; 6 112   
Ile de France;PARIS;755120;PARIS 20; 1 244   ; 1 366 838   ; 4 285   
Ile de France;PARIS;754103;PARIS 03; 971   ; 1 850 708   ; 8 905   
Ile de France;PARIS;754104;PARIS 04; 1 346   ; 2 180 892   ; 12 475   
Ile de France;PARIS;758105;PARIS 05; 2 623   ; 1 898 111   ; 9 620   
Ile de France;PARIS;758106;PARIS 06; 3 881   ; 2 363 842   ; 14 412   
Ile de France;PARIS;757107;PARIS 07; 6 122   ; 2 899 654   ; 20 026   
Ile de France;PARIS;756108;PARIS 08; 3 315   ; 2 669 109   ; 17 954   
Ile de France;PARIS;754109;PARIS 09; 1 598   ; 1 711 147   ; 7 965   
Ile de France;PARIS;754110;PARIS 10; 831   ; 1 533 024   ; 5 747   
Ile de France;PARIS;755111;PARIS 11; 2 028   ; 1 533 758   ; 5 988   
Ile de France;PARIS;755112;PARIS 12; 2 555   ; 1 536 447   ; 5 961   
Ile de France;PARIS;758113;PARIS 13; 2 245   ; 1 504 733   ; 5 610   
Ile de France;PARIS;758114;PARIS 14; 3 398   ; 1 666 753   ; 7 070   
Ile de France;PARIS;757115;PARIS 15; 7 482   ; 1 650 062   ; 6 981   
Ile de France;PARIS;757116;PARIS 16; 16 388   ; 2 576 898   ; 16 737   
Ile de France;PARIS;756117;PARIS 17; 6 566   ; 1 989 990   ; 10 335   
Ile de France;PARIS;756118;PARIS 18; 1 473   ; 1 667 513   ; 7 093   
Ile de France;PARIS;755119;PARIS 19; 1 180   ; 1 469 296   ; 5 206   
Ile de France;SEINE-ET-MARNE;770083;CHAMPS SUR MARNE; 58   ; 1 141 908   ; 2 424   
Ile de France;SEINE-ET-MARNE;770108;CHELLES; 190   ; 1 244 505   ; 3 226   
Ile de France;SEINE-ET-MARNE;770122;COMBS LA VILLE; 60   ; 1 238 402   ; 3 192   
Ile de France;SEINE-ET-MARNE;770152;DAMMARIE LES LYS; 80   ; 1 372 892   ; 4 494   
Ile de France;SEINE-ET-MARNE;770284;MEAUX; 194   ; 1 490 383   ; 5 201   
Ile de France;SEINE-ET-MARNE;770288;MELUN; 183   ; 1 498 780   ; 5 825   
Ile de France;SEINE-ET-MARNE;770350;OZOIR LA FERRIERE; 100   ; 1 384 257   ; 4 393   
Ile de France;SEINE-ET-MARNE;770373;PONTAULT COMBAULT; 104   ; 1 228 095   ; 3 260   
Ile de France;SEINE-SAINT-DENIS;930001;AUBERVILLIERS; 74   ; 1 503 061   ; 5 531   
Ile de France;SEINE-SAINT-DENIS;930005;AULNAY SOUS BOIS; 226   ; 1 347 407   ; 4 159   
Ile de France;SEINE-SAINT-DENIS;930006;BAGNOLET; 52   ; 1 249 144   ; 3 222   
Ile de France;SEINE-SAINT-DENIS;930010;BONDY; 58   ; 1 360 813   ; 4 190   
Ile de France;SEINE-SAINT-DENIS;930029;DRANCY; 96   ; 1 319 070   ; 3 876   
Ile de France;SEINE-SAINT-DENIS;930031;EPINAY SUR SEINE; 88   ; 1 249 963   ; 3 361   
Ile de France;SEINE-SAINT-DENIS;930032;GAGNY; 173   ; 1 296 387   ; 3 875   
Ile de France;SEINE-SAINT-DENIS;930007;LE BLANC MESNIL; 72   ; 1 370 428   ; 4 515   
Ile de France;SEINE-SAINT-DENIS;930045;LES LILAS; 126   ; 1 577 679   ; 6 520   
Ile de France;SEINE-SAINT-DENIS;930046;LIVRY GARGAN; 131   ; 1 287 553   ; 3 593   
Ile de France;SEINE-SAINT-DENIS;930047;MONTFERMEIL; 70   ; 1 429 167   ; 4 761   
Ile de France;SEINE-SAINT-DENIS;930048;MONTREUIL SOUS BOIS; 270   ; 1 376 733   ; 4 431   
Ile de France;SEINE-SAINT-DENIS;930051;NOISY LE GRAND; 168   ; 1 567 103   ; 6 395   
Ile de France;SEINE-SAINT-DENIS;930053;NOISY LE SEC; 90   ; 1 275 544   ; 3 648   
Ile de France;SEINE-SAINT-DENIS;930055;PANTIN; 113   ; 1 370 496   ; 4 383   
Ile de France;SEINE-SAINT-DENIS;930064;ROSNY SOUS BOIS; 115   ; 1 354 307   ; 4 116   
Ile de France;SEINE-SAINT-DENIS;930066;SAINT DENIS; 71   ; 1 568 512   ; 5 739   
Ile de France;SEINE-SAINT-DENIS;930070;SAINT OUEN; 77   ; 1 405 069   ; 4 699   
Ile de France;SEINE-SAINT-DENIS;930073;TREMBLAY EN FRANCE; 54   ; 1 233 232   ; 3 277   
Ile de France;SEINE-SAINT-DENIS;930077;VILLEMOMBLE; 253   ; 1 381 888   ; 4 458   
Ile de France;VAL-DE-MARNE;940016;CACHAN; 181   ; 1 329 308   ; 4 010   
Ile de France;VAL-DE-MARNE;940017;CHAMPIGNY SUR MARNE; 262   ; 1 394 195   ; 4 665   
Ile de France;VAL-DE-MARNE;940018;CHARENTON LE PONT; 473   ; 1 504 208   ; 5 381   
Ile de France;VAL-DE-MARNE;940022;CHOISY LE ROI; 121   ; 1 373 242   ; 4 380   
Ile de France;VAL-DE-MARNE;940028;CRETEIL; 287   ; 1 365 269   ; 4 390   
Ile de France;VAL-DE-MARNE;940033;FONTENAY SOUS BOIS; 720   ; 1 635 911   ; 6 626   
Ile de France;VAL-DE-MARNE;940034;FRESNES; 78   ; 1 258 901   ; 3 451   
Ile de France;VAL-DE-MARNE;940041;IVRY SUR SEINE; 136   ; 1 503 301   ; 5 642   
Ile de France;VAL-DE-MARNE;940043;LE KREMLIN BICETRE; 83   ; 1 362 058   ; 4 506   
Ile de France;VAL-DE-MARNE;940058;LE PERREUX SUR MARNE; 541   ; 1 423 891   ; 5 022   
Ile de France;VAL-DE-MARNE;940038;L'HAY LES ROSES; 271   ; 1 350 437   ; 4 214   
Ile de France;VAL-DE-MARNE;940052;NOGENT SUR MARNE; 913   ; 1 626 263   ; 6 819   
Ile de France;VAL-DE-MARNE;940068;SAINT MAUR DES FOSSES; 1 975   ; 1 552 889   ; 6 141   
Ile de France;VAL-DE-MARNE;940071;SUCY EN BRIE; 268   ; 1 319 910   ; 4 002   
Ile de France;VAL-DE-MARNE;940073;THIAIS; 163   ; 1 435 682   ; 5 073   
Ile de France;VAL-DE-MARNE;940076;VILLEJUIF; 155   ; 1 378 493   ; 4 316   
Ile de France;VAL-DE-MARNE;940079;VILLIERS SUR MARNE; 114   ; 1 357 580   ; 4 280   
Ile de France;VAL-DE-MARNE;940080;VINCENNES; 1 091   ; 1 497 839   ; 5 374   
Ile de France;VAL-DE-MARNE;940081;VITRY-SUR-SEINE; 189   ; 1 398 543   ; 4 786   
Ile de France;VAL-D'OISE;950018;ARGENTEUIL; 200   ; 1 694 577   ; 8 508   
Ile de France;VAL-D'OISE;950127;CERGY; 102   ; 1 288 688   ; 3 754   
Ile de France;VAL-D'OISE;950197;DEUIL LA BARRE; 150   ; 1 360 131   ; 4 179   
Ile de France;VAL-D'OISE;950203;EAUBONNE; 194   ; 1 292 757   ; 3 697   
Ile de France;VAL-D'OISE;950219;ERMONT; 153   ; 1 223 067   ; 3 151   
Ile de France;VAL-D'OISE;950252;FRANCONVILLE; 94   ; 1 560 581   ; 7 473   
Ile de France;VAL-D'OISE;950306;HERBLAY; 136   ; 1 342 404   ; 4 178   
Ile de France;VAL-D'OISE;950428;MONTMORENCY; 404   ; 1 640 361   ; 6 844   
Ile de France;VAL-D'OISE;950500;PONTOISE; 143   ; 1 495 612   ; 5 360   
Ile de France;VAL-D'OISE;950582;SANNOIS; 108   ; 1 218 612   ; 3 071   
Ile de France;VAL-D'OISE;950585;SARCELLES; 62   ; 1 184 666   ; 2 761   
Ile de France;VAL-D'OISE;950607;TAVERNY; 141   ; 1 275 127   ; 3 482   
Ile de France;YVELINES;780146;CHATOU; 804   ; 1 593 824   ; 6 333   
Ile de France;YVELINES;780172;CONFLANS-SAINTE-HONORINE; 152   ; 1 311 406   ; 3 871   
Ile de France;YVELINES;780208;ELANCOURT; 103   ; 1 217 836   ; 3 042   
Ile de France;YVELINES;780297;GUYANCOURT; 81   ; 1 196 139   ; 3 070   
Ile de France;YVELINES;780311;HOUILLES; 213   ; 1 232 871   ; 3 155   
Ile de France;YVELINES;780126;LA CELLE-SAINT-CLOUD; 706   ; 1 716 592   ; 8 174   
Ile de France;YVELINES;780158;LE CHESNAY; 952   ; 1 522 805   ; 5 807   
Ile de France;YVELINES;780358;MAISONS-LAFFITTE; 771   ; 1 535 828   ; 5 954   
Ile de France;YVELINES;780361;MANTES-LA-JOLIE; 124   ; 1 583 480   ; 6 198   
Ile de France;YVELINES;780423;MONTIGNY-LE-BRETONNEUX; 108   ; 1 252 617   ; 3 295   
Ile de France;YVELINES;780490;PLAISIR; 176   ; 1 404 521   ; 4 664   
Ile de France;YVELINES;780498;POISSY; 227   ; 1 329 814   ; 4 094   
Ile de France;YVELINES;780517;RAMBOUILLET; 299   ; 1 380 058   ; 4 864   
Ile de France;YVELINES;780551;SAINT-GERMAIN-EN-LAYE; 1 444   ; 1 697 782   ; 7 337   
Ile de France;YVELINES;780586;SARTROUVILLE; 216   ; 1 347 456   ; 4 599   
Ile de France;YVELINES;780640;VELIZY-VILLACOUBLAY; 159   ; 1 231 223   ; 3 216   
Ile de France;YVELINES;780646;VERSAILLES; 3 343   ; 1 629 870   ; 6 833   
Languedoc-Roussillon;AUDE;110069;CARCASSONNE; 174   ; 1 447 734   ; 5 146   
Languedoc-Roussillon;AUDE;110262;NARBONNE; 209   ; 1 422 190   ; 4 741   
Languedoc-Roussillon;GARD;300007;ALES; 156   ; 1 318 456   ; 3 923   
Languedoc-Roussillon;GARD;300189;NIMES; 877   ; 1 500 698   ; 5 449   
Languedoc-Roussillon;HERAULT;340032;BEZIERS; 318   ; 1 595 846   ; 6 206   
Languedoc-Roussillon;HERAULT;340145;LUNEL; 65   ; 1 242 788   ; 3 180   
Languedoc-Roussillon;HERAULT;340172;MONTPELLIER; 1 327   ; 1 406 262   ; 4 651   
Languedoc-Roussillon;HERAULT;340301;SETE; 239   ; 1 501 409   ; 5 286   
Languedoc-Roussillon;PYRENEES-ORIENTALES;660136;PERPIGNAN; 574   ; 1 470 111   ; 5 304   
Limousin;CORREZE;190031;BRIVE; 322   ; 1 612 067   ; 6 737   
Limousin;CREUSE;230096;GUERET; 63   ; 1 291 231   ; 4 057   
Limousin;HAUTE-VIENNE;870085;LIMOGES; 702   ; 1 631 210   ; 7 136   
Lorraine;MEURTHE-ET-MOSELLE;540329;LUNEVILLE; 70   ; 1 454 094   ; 4 850   
Lorraine;MEURTHE-ET-MOSELLE;540395;NANCY; 781   ; 1 577 007   ; 6 673   
Lorraine;MEURTHE-ET-MOSELLE;540547;VANDOEUVRE LES NANCY; 76   ; 1 227 239   ; 3 022   
Lorraine;MEUSE;550545;VERDUN; 56   ; 1 773 409   ; 7 200   
Lorraine;MOSELLE;570227;FORBACH; 56   ; 1 698 260   ; 8 968   
Lorraine;MOSELLE;570463;METZ; 590   ; 1 579 479   ; 6 407   
Lorraine;MOSELLE;570480;MONTIGNY LES METZ; 154   ; 1 599 792   ; 6 414   
Lorraine;MOSELLE;570631;SARREGUEMINES; 95   ; 1 638 867   ; 6 388   
Lorraine;MOSELLE;570672;THIONVILLE; 268   ; 1 612 370   ; 6 411   
Lorraine;VOSGES;880160;EPINAL; 174   ; 1 716 357   ; 8 221   
Lorraine;VOSGES;880413;SAINT DIE DES VOSGES; 94   ; 1 459 477   ; 4 985   
Martinique;MARTINIQUE;972209;FORT DE FRANCE; 95   ; 2 331 841   ; 13 659   
Midi-Pyrénées;AVEYRON;120145;MILLAU; 86   ; 1 465 179   ; 5 226   
Midi-Pyrénées;AVEYRON;120202;RODEZ; 193   ; 1 530 915   ; 6 337   
Midi-Pyrénées;GERS;320013;AUCH; 128   ; 1 310 862   ; 3 782   
Midi-Pyrénées;HAUTE-GARONNE;310069;BLAGNAC; 94   ; 1 304 345   ; 3 611   
Midi-Pyrénées;HAUTE-GARONNE;310149;COLOMIERS; 99   ; 1 302 761   ; 3 735   
Midi-Pyrénées;HAUTE-GARONNE;310395;MURET; 104   ; 1 215 466   ; 3 002   
Midi-Pyrénées;HAUTE-GARONNE;310555;TOULOUSE; 2 841   ; 1 532 171   ; 6 097   
Midi-Pyrénées;HAUTE-GARONNE;310557;TOURNEFEUILLE; 169   ; 1 396 325   ; 4 862   
Midi-Pyrénées;HAUTES-PYRENEES;650440;TARBES; 159   ; 1 351 987   ; 4 228   
Midi-Pyrénées;LOT;460042;CAHORS; 121   ; 1 243 533   ; 3 198   
Midi-Pyrénées;TARN;810004;ALBI; 231   ; 1 361 963   ; 4 163   
Midi-Pyrénées;TARN;810065;CASTRES; 196   ; 1 454 899   ; 5 061   
Midi-Pyrénées;TARN-ET-GARONNE;820121;MONTAUBAN; 241   ; 1 587 694   ; 5 745   
Nord-Pas-de-Calais;NORD;591017;ARMENTIERES; 81   ; 1 680 438   ; 8 443   
Nord-Pas-de-Calais;NORD;592122;CAMBRAI; 193   ; 1 513 338   ; 5 653   
Nord-Pas-de-Calais;NORD;591163;CROIX; 321   ; 3 163 089   ; 21 307   
Nord-Pas-de-Calais;NORD;591178;DOUAI; 265   ; 1 473 997   ; 5 320   
Nord-Pas-de-Calais;NORD;591183;DUNKERQUE; 359   ; 1 361 172   ; 4 456   
Nord-Pas-de-Calais;NORD;591295;HAZEBROUCK; 100   ; 1 500 682   ; 5 466   
Nord-Pas-de-Calais;NORD;591368;LA MADELEINE; 190   ; 1 697 608   ; 7 334   
Nord-Pas-de-Calais;NORD;591328;LAMBERSART; 282   ; 1 805 814   ; 8 300   
Nord-Pas-de-Calais;NORD;591350;LILLE; 1 167   ; 1 570 384   ; 6 188   
Nord-Pas-de-Calais;NORD;591378;MARCQ EN BAROEUL; 903   ; 1 958 294   ; 9 848   
Nord-Pas-de-Calais;NORD;592392;MAUBEUGE; 74   ; 1 361 438   ; 4 356   
Nord-Pas-de-Calais;NORD;591410;MONS EN BAROEUL; 64   ; 2 075 842   ; 10 507   
Nord-Pas-de-Calais;NORD;591512;ROUBAIX; 240   ; 1 819 437   ; 7 819   
Nord-Pas-de-Calais;NORD;591599;TOURCOING; 236   ; 1 376 757   ; 4 496   
Nord-Pas-de-Calais;NORD;592606;VALENCIENNES; 269   ; 1 408 147   ; 4 573   
Nord-Pas-de-Calais;NORD;591009;VILLENEUVE D'ASCQ; 441   ; 1 741 351   ; 7 825   
Nord-Pas-de-Calais;PAS-DE-CALAIS;620041;ARRAS; 257   ; 1 543 311   ; 5 776   
Nord-Pas-de-Calais;PAS-DE-CALAIS;620119;BETHUNE; 156   ; 1 448 081   ; 4 878   
Nord-Pas-de-Calais;PAS-DE-CALAIS;620160;BOULOGNE SUR MER; 145   ; 1 373 852   ; 4 395   
Nord-Pas-de-Calais;PAS-DE-CALAIS;620193;CALAIS; 173   ; 1 383 204   ; 4 353   
Nord-Pas-de-Calais;PAS-DE-CALAIS;620427;HENIN BEAUMONT; 58   ; 1 480 680   ; 5 273   
Nord-Pas-de-Calais;PAS-DE-CALAIS;620498;LENS; 108   ; 1 575 763   ; 5 950   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;440109;NANTES; 2 584   ; 1 550 036   ; 6 159   
