Région;Départements;Code commune;Commune;nombre de redevables;patrimoine moyen en €;impôt moyen en €
Pays-de-la-Loire;LOIRE-ATLANTIQUE;440114;ORVAULT; 229   ; 1 463 563   ; 5 206   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;440143;REZE; 96   ; 1 307 393   ; 3 802   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;440162;SAINT-HERBLAIN; 113   ; 1 401 248   ; 4 783   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;440184;ST NAZAIRE; 216   ; 1 324 591   ; 4 151   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;440190;ST SEBASTIEN; 137   ; 1 314 121   ; 4 025   
Pays-de-la-Loire;LOIRE-ATLANTIQUE;440215;VERTOU; 155   ; 1 399 476   ; 4 774   
Pays-de-la-Loire;MAINE-ET-LOIRE;490007;ANGERS; 886   ; 1 459 769   ; 5 534   
Pays-de-la-Loire;MAINE-ET-LOIRE;490099;CHOLET; 296   ; 1 420 839   ; 4 542   
Pays-de-la-Loire;MAINE-ET-LOIRE;490328;SAUMUR; 184   ; 1 494 376   ; 5 771   
Pays-de-la-Loire;MAYENNE;530130;LAVAL; 295   ; 1 458 115   ; 5 522   
Pays-de-la-Loire;SARTHE;720181;LE MANS; 741   ; 1 483 431   ; 5 637   
Pays-de-la-Loire;VENDEE;850191;LA ROCHE SUR YON; 213   ; 1 528 508   ; 6 497   
Picardie;AISNE;020408;LAON; 110   ; 1 545 322   ; 5 884   
Picardie;AISNE;020691;SAINT QUENTIN; 249   ; 1 416 081   ; 4 848   
Picardie;AISNE;020722;SOISSONS; 213   ; 1 549 777   ; 5 719   
Picardie;OISE;600057;BEAUVAIS; 228   ; 1 782 796   ; 7 710   
Picardie;OISE;600159;COMPIEGNE; 420   ; 1 579 945   ; 6 212   
Picardie;SOMME;800001;ABBEVILLE; 105   ; 1 464 189   ; 5 323   
Picardie;SOMME;800021;AMIENS; 656   ; 1 575 448   ; 6 145   
Poitou-Charentes;CHARENTE;160015;ANGOULEME; 204   ; 1 524 284   ; 5 866   
Poitou-Charentes;CHARENTE-MARITIME;170300;LA ROCHELLE; 695   ; 1 422 105   ; 4 896   
Poitou-Charentes;CHARENTE-MARITIME;170299;ROCHEFORT; 84   ; 1 239 771   ; 3 188   
Poitou-Charentes;CHARENTE-MARITIME;170415;SAINTES; 107   ; 1 321 764   ; 3 774   
Poitou-Charentes;DEUX-SEVRES;790191;NIORT; 321   ; 1 608 095   ; 6 681   
Poitou-Charentes;VIENNE;860066;CHATELLERAULT; 122   ; 1 403 344   ; 4 885   
Poitou-Charentes;VIENNE;860194;POITIERS; 444   ; 1 703 720   ; 8 947   
PACA;ALPES-DE-HAUTE-PROVENCE;040112;MANOSQUE; 145   ; 1 378 947   ; 4 426   
PACA;ALPES-MARITIMES;060004;ANTIBES; 1 262   ; 1 463 417   ; 5 323   
PACA;ALPES-MARITIMES;060027;CAGNES SUR MER; 439   ; 1 379 177   ; 4 438   
PACA;ALPES-MARITIMES;060029;CANNES; 1 861   ; 1 717 085   ; 7 415   
PACA;ALPES-MARITIMES;060069;GRASSE; 436   ; 1 449 193   ; 5 239   
PACA;ALPES-MARITIMES;060030;LE CANNET; 526   ; 1 616 004   ; 6 603   
PACA;ALPES-MARITIMES;060083;MENTON; 306   ; 1 372 503   ; 4 477   
PACA;ALPES-MARITIMES;060900;MONACO; 292   ; 2 121 116   ; 11 857   
PACA;ALPES-MARITIMES;060088;NICE; 3 631   ; 1 479 546   ; 5 259   
PACA;ALPES-MARITIMES;060123;SAINT LAURENT DU VAR; 234   ; 1 332 742   ; 3 944   
PACA;ALPES-MARITIMES;060155;VALLAURIS; 369   ; 1 499 854   ; 5 212   
PACA;BOUCHES-DU-RHONE;132001;AIX EN PROVENCE; 1 947   ; 1 553 865   ; 5 975   
PACA;BOUCHES-DU-RHONE;132004;ARLES; 230   ; 1 380 087   ; 4 446   
PACA;BOUCHES-DU-RHONE;131005;AUBAGNE; 228   ; 1 397 460   ; 4 434   
PACA;BOUCHES-DU-RHONE;132047;ISTRES; 66   ; 1 329 785   ; 4 109   
PACA;BOUCHES-DU-RHONE;131028;LA CIOTAT; 198   ; 1 463 951   ; 5 114   
PACA;BOUCHES-DU-RHONE;132054;MARIGNANE; 76   ; 1 287 938   ; 3 620   
PACA;BOUCHES-DU-RHONE;131055;MARSEILLE; 3 626   ; 1 611 410   ; 6 582   
PACA;BOUCHES-DU-RHONE;132056;MARTIGUES; 131   ; 1 257 675   ; 3 239   
PACA;BOUCHES-DU-RHONE;132103;SALON DE PROVENCE; 171   ; 1 390 875   ; 4 504   
PACA;HAUTES-ALPES;050061;GAP; 196   ; 1 436 768   ; 4 806   
PACA;VAR;830050;DRAGUIGNAN; 208   ; 1 389 781   ; 4 511   
PACA;VAR;830061;FREJUS; 373   ; 1 414 835   ; 4 776   
PACA;VAR;830069;HYERES; 560   ; 1 435 741   ; 5 124   
PACA;VAR;830062;LA GARDE; 108   ; 1 473 721   ; 5 272   
PACA;VAR;830126;LA SEYNE SUR MER; 155   ; 1 248 171   ; 3 286   
PACA;VAR;830144;LA VALETTE; 100   ; 1 361 380   ; 4 240   
PACA;VAR;830118;SAINT-RAPHAEL; 795   ; 1 473 504   ; 5 114   
PACA;VAR;830129;SIX-FOURS-LES-PLAGES; 264   ; 1 392 747   ; 4 420   
PACA;VAR;830137;TOULON; 793   ; 1 401 033   ; 4 792   
PACA;VAUCLUSE;840007;AVIGNON; 424   ; 1 521 532   ; 5 890   
PACA;VAUCLUSE;840031;CARPENTRAS; 154   ; 1 598 610   ; 5 838   
PACA;VAUCLUSE;840035;CAVAILLON; 124   ; 1 379 133   ; 4 303   
PACA;VAUCLUSE;840087;ORANGE; 106   ; 1 358 652   ; 4 145   
Réunion;REUNION;974422;LE TAMPON; 116   ; 1 511 200   ; 5 230   
Réunion;REUNION;974411;SAINT DENIS; 416   ; 1 509 176   ; 5 503   
Réunion;REUNION;974416;SAINT PIERRE; 124   ; 1 527 572   ; 5 408   
Réunion;REUNION;974415;SAINT-PAUL; 232   ; 1 450 230   ; 4 865   
Rhône-Alpes;AIN;010053;BOURG-EN-BRESSE; 208   ; 1 384 470   ; 4 456   
Rhône-Alpes;AIN;010283;OYONNAX; 130   ; 2 064 176   ; 9 748   
Rhône-Alpes;ARDECHE;070010;ANNONAY; 58   ; 1 533 994   ; 6 152   
Rhône-Alpes;DROME;260198;MONTELIMAR; 169   ; 1 474 190   ; 5 071   
Rhône-Alpes;DROME;260281;ROMANS; 122   ; 1 430 147   ; 4 766   
Rhône-Alpes;DROME;260362;VALENCE; 343   ; 1 502 941   ; 5 774   
Rhône-Alpes;HAUTE-SAVOIE;740010;ANNECY; 645   ; 1 435 336   ; 4 849   
Rhône-Alpes;HAUTE-SAVOIE;740012;ANNEMASSE; 172   ; 1 254 359   ; 3 302   
Rhône-Alpes;HAUTE-SAVOIE;740281;THONON-LES-BAINS; 270   ; 1 987 641   ; 9 851   
Rhône-Alpes;ISERE;380053;BOURGOIN JALLIEU; 107   ; 1 460 041   ; 5 088   
Rhône-Alpes;ISERE;380151;ECHIROLLES; 65   ; 1 156 710   ; 2 590   
Rhône-Alpes;ISERE;380185;GRENOBLE; 1 016   ; 1 468 959   ; 5 374   
Rhône-Alpes;ISERE;380421;ST MARTIN D'HERES; 56   ; 1 352 081   ; 3 964   
Rhône-Alpes;ISERE;380544;VIENNE; 174   ; 1 365 347   ; 4 300   
Rhône-Alpes;LOIRE;420187;ROANNE; 140   ; 1 413 169   ; 4 493   
Rhône-Alpes;LOIRE;420207;SAINT CHAMOND; 103   ; 1 690 105   ; 6 979   
Rhône-Alpes;LOIRE;420218;SAINT ETIENNE; 803   ; 1 586 847   ; 6 675   
Rhône-Alpes;RHONE;690029;BRON; 241   ; 1 355 796   ; 4 120   
Rhône-Alpes;RHONE;690034;CALUIRE ET CUIRE; 652   ; 1 630 915   ; 6 696   
Rhône-Alpes;RHONE;690275;DECINES-CHARPIEU; 54   ; 1 349 863   ; 4 189   
Rhône-Alpes;RHONE;690123;LYON; 5 204   ; 1 625 588   ; 6 840   
Rhône-Alpes;RHONE;690282;MEYZIEU; 104   ; 1 548 492   ; 5 539   
Rhône-Alpes;RHONE;690149;OULLINS; 90   ; 1 426 578   ; 5 241   
Rhône-Alpes;RHONE;690286;RILLIEUX LA PAPE; 101   ; 1 519 974   ; 5 791   
Rhône-Alpes;RHONE;690290;SAINT-PRIEST; 90   ; 1 598 471   ; 7 177   
Rhône-Alpes;RHONE;690202;STE FOY LES LYON; 451   ; 1 571 513   ; 6 721   
Rhône-Alpes;RHONE;690264;VILLEFRANCHE-SUR-SAONE; 132   ; 1 473 677   ; 5 230   
Rhône-Alpes;RHONE;690266;VILLEURBANNE; 347   ; 1 382 522   ; 4 587   
Rhône-Alpes;SAVOIE;730008;AIX LES BAINS; 263   ; 1 362 011   ; 4 353   
Rhône-Alpes;SAVOIE;730065;CHAMBERY; 465   ; 1 532 623   ; 6 661   
;;;;;;
