Région;Départements;Code commune;Commune;nombre de redevables;patrimoine moyen en €;impôt moyen en €
Ile de France;SEINE SAINT DENIS;930064;ROSNY SOUS BOIS;86;1 274 589;3 698
Ile de France;SEINE SAINT DENIS;930066;SAINT DENIS;53;1 495 376;5 248
Ile de France;SEINE SAINT DENIS;930070;SAINT OUEN;63;1 303 582;3 918
Ile de France;SEINE SAINT DENIS;930077;VILLEMOMBLE;206;1 362 685;4 644
Ile de France;VAL DE MARNE;940002;ALFORTVILLE;65;1 114 941;2 408
Ile de France;VAL DE MARNE;940016;CACHAN;131;1 257 062;3 565
Ile de France;VAL DE MARNE;940017;CHAMPIGNY SUR MARNE;206;1 316 695;4 016
Ile de France;VAL DE MARNE;940018;CHARENTON LE PONT;359;1 448 193;5 240
Ile de France;VAL DE MARNE;940022;CHOISY LE ROI;100;1 375 144;5 025
Ile de France;VAL DE MARNE;940028;CRETEIL;226;1 345 368;4 314
Ile de France;VAL DE MARNE;940033;FONTENAY SOUS BOIS;596;1 573 119;6 435
Ile de France;VAL DE MARNE;940034;FRESNES;59;1 212 431;3 239
Ile de France;VAL DE MARNE;940038;L HAY LES ROSES;206;1 309 930;4 008
Ile de France;VAL DE MARNE;940041;IVRY SUR SEINE;104;1 414 890;5 247
Ile de France;VAL DE MARNE;940043;KREMLIN BICETRE;65;1 305 619;4 215
Ile de France;VAL DE MARNE;940046;MAISONS ALFORT;246;1 340 137;4 333
Ile de France;VAL DE MARNE;940052;NOGENT SUR MARNE;727;1 582 652;6 569
Ile de France;VAL DE MARNE;940058;LE PERREUX SUR MARNE;406;1 436 231;5 174
Ile de France;VAL DE MARNE;940068;ST MAUR DES FOSSES;1 530;1 528 984;6 467
Ile de France;VAL DE MARNE;940071;SUCY EN BRIE;193;1 337 266;4 181
Ile de France;VAL DE MARNE;940073;THIAIS;136;1 497 006;5 732
Ile de France;VAL DE MARNE;940076;VILLEJUIF;115;1 322 813;3 965
Ile de France;VAL DE MARNE;940079;VILLIERS SUR MARNE;84;1 355 871;4 430
Ile de France;VAL DE MARNE;940080;VINCENNES;819;1 443 320;5 043
Ile de France;VAL DE MARNE;940081;VITRY SUR SEINE;133;1 384 376;4 786
Ile de France;VAL D'OISE;950018;ARGENTEUIL;153;1 682 213;8 729
Ile de France;VAL D'OISE;950127;CERGY;69;1 230 724;3 301
Ile de France;VAL D'OISE;950197;DEUIL LA BARRE;129;1 260 891;3 543
Ile de France;VAL D'OISE;950203;EAUBONNE;137;1 257 038;3 520
Ile de France;VAL D'OISE;950219;ERMONT;116;1 144 096;2 731
Ile de France;VAL D'OISE;950252;FRANCONVILLE LA GARENNE;66;1 781 600;8 546
Ile de France;VAL D'OISE;950306;HERBLAY;94;1 375 393;4 544
Ile de France;VAL D'OISE;950428;MONTMORENCY;321;1 569 702;6 764
Ile de France;VAL D'OISE;950500;PONTOISE;113;1 399 516;4 759
Ile de France;VAL D'OISE;950582;SANNOIS;74;1 180 962;2 878
Ile de France;VAL D'OISE;950607;TAVERNY;99;1 236 954;3 259
Champagne-Ardenne;ARDENNES;080105;CHARLEVILLE MEZIERES;155;1 311 152;4 082
Champagne-Ardenne;AUBE;100387;TROYES;284;1 518 603;5 821
Champagne-Ardenne;MARNE;510108;CHALONS EN CHAMPAGNE;149;1 394 436;4 512
Champagne-Ardenne;MARNE;510230;EPERNAY;116;1 589 395;6 528
Champagne-Ardenne;MARNE;510454;REIMS;738;1 697 524;8 030
Champagne-Ardenne;HAUTE MARNE;520121;CHAUMONT;63;1 159 471;2 792
Champagne-Ardenne;HAUTE MARNE;520448;SAINT DIZIER;53;2 830 032;17 187
Picardie;AISNE;020408;LAON;97;1 511 885;5 613
Picardie;AISNE;020691;SAINT QUENTIN;207;1 360 599;4 435
Picardie;AISNE;020722;SOISSONS;175;1 536 834;5 692
Picardie;OISE;600057;BEAUVAIS;194;1 709 234;7 477
Picardie;OISE;600159;COMPIEGNE;330;1 591 796;6 132
Picardie;SOMME;800001;ABBEVILLE;87;1 352 249;4 606
Picardie;SOMME;800021;AMIENS;538;1 573 175;6 170
Haute-Normandie;EURE;270229;EVREUX;210;1 403 531;4 993
Haute-Normandie;EURE;270681;VERNON;125;1 331 184;4 091
Haute-Normandie;SEINE MARITIME;760217;DIEPPE;108;1 436 244;4 718
Haute-Normandie;SEINE MARITIME;760259;FECAMP;75;1 411 367;4 578
Haute-Normandie;SEINE MARITIME;760351;LE HAVRE;424;1 541 267;6 313
Haute-Normandie;SEINE MARITIME;760451;MONT-SAINT-AIGNAN;296;1 782 806;8 128
Haute-Normandie;SEINE MARITIME;760540;ROUEN;516;1 466 549;5 346
Centre;CHER;180033;BOURGES;267;1 661 256;7 090
Centre;CHER;180279;VIERZON;66;1 469 255;5 027
Centre;EURE ET LOIR;280085;CHARTRES;281;1 509 713;5 760
Centre;EURE ET LOIR;280134;DREUX;84;1 499 131;6 020
Centre;INDRE;360044;CHATEAUROUX;148;1 749 452;8 984
Centre;INDRE ET LOIRE;370122;JOUE LES TOURS;82;1 293 139;3 855
Centre;INDRE ET LOIRE;370261;TOURS;725;1 460 344;5 380
Centre;LOIR ET CHER;410018;BLOIS;217;1 339 187;4 297
Centre;LOIRET;450234;ORLEANS;670;1 366 479;4 434
Basse-Normandie;CALVADOS;140118;CAEN;655;1 583 994;6 343
Basse-Normandie;CALVADOS;140366;LISIEUX;79;1 399 364;4 718
Basse-Normandie;MANCHE;500129;CHERBOURG-OCTEVILLE;118;1 561 221;6 191
Basse-Normandie;MANCHE;500502;SAINT LO;60;1 363 599;4 179
Basse-Normandie;ORNE;610001;ALENCON;84;1 459 632;5 284
Bourgogne;COTE D'OR;210054;BEAUNE;141;1 333 394;4 108
Bourgogne;COTE D'OR;210231;DIJON;787;1 412 918;5 046
Bourgogne;NIEVRE;580194;NEVERS;144;1 447 884;4 766
Bourgogne;SAONE ET LOIRE;710076;CHALON SUR SAONE;178;1 366 042;4 582
Bourgogne;SAONE ET LOIRE;710153;LE CREUSOT;59;1 144 366;2 648
Bourgogne;SAONE ET LOIRE;710270;MACON;138;1 420 618;5 584
Bourgogne;YONNE;890024;AUXERRE;153;1 286 682;3 884
Bourgogne;YONNE;890387;SENS;148;1 377 149;4 326
Nord-Pas-de-Calais;NORD;591009;VILLENEUVE D ASCQ;348;1 852 714;8 718
Nord-Pas-de-Calais;NORD;591017;ARMENTIERES;63;1 678 760;8 510
Nord-Pas-de-Calais;NORD;591163;CROIX;273;3 757 137;25 210
Nord-Pas-de-Calais;NORD;591178;DOUAI;216;1 473 880;5 381
Nord-Pas-de-Calais;NORD;591183;DUNKERQUE;264;1 368 335;4 604
Nord-Pas-de-Calais;NORD;591295;HAZEBROUCK;72;1 527 293;5 763
Nord-Pas-de-Calais;NORD;591328;LAMBERSART;230;1 727 764;8 481
Nord-Pas-de-Calais;NORD;591350;LILLE;931;1 549 202;6 267
Nord-Pas-de-Calais;NORD;591368;LA MADELEINE;146;1 656 857;7 654
Nord-Pas-de-Calais;NORD;591378;MARCQ EN BAROEUL;738;2 273 364;12 400
Nord-Pas-de-Calais;NORD;591512;ROUBAIX;223;1 997 392;10 079
Nord-Pas-de-Calais;NORD;591599;TOURCOING;195;1 353 230;4 328
Nord-Pas-de-Calais;NORD;592122;CAMBRAI;138;1 497 086;5 679
Nord-Pas-de-Calais;NORD;592392;MAUBEUGE;62;1 401 332;4 885
Nord-Pas-de-Calais;NORD;592606;VALENCIENNES;227;1 334 736;4 162
Nord-Pas-de-Calais;PAS DE CALAIS;620041;ARRAS;213;1 527 387;5 695
Nord-Pas-de-Calais;PAS DE CALAIS;620119;BETHUNE;116;1 453 095;5 052
Nord-Pas-de-Calais;PAS DE CALAIS;620160;BOULOGNE SUR MER;122;1 395 052;4 772
Nord-Pas-de-Calais;PAS DE CALAIS;620193;CALAIS;141;1 393 730;4 726
Nord-Pas-de-Calais;PAS DE CALAIS;620427;HENIN BEAUMONT;51;1 376 337;4 618
Nord-Pas-de-Calais;PAS DE CALAIS;620498;LENS;88;1 496 812;5 188
Lorraine;MEURTHE ET MOSELLE;540329;LUNEVILLE;64;1 374 046;4 313
Lorraine;MEURTHE ET MOSELLE;540395;NANCY;677;1 551 994;6 637
Lorraine;MEURTHE ET MOSELLE;540547;VANDOEUVRE LES NANCY;69;1 145 245;2 562
Lorraine;MOSELLE;570463;METZ;459;1 549 846;6 285
Lorraine;MOSELLE;570480;MONTIGNY LES METZ;130;1 558 825;6 478
Lorraine;MOSELLE;570631;SARREGUEMINES;77;1 765 475;8 023
Lorraine;MOSELLE;570672;THIONVILLE;211;1 609 733;6 457
Lorraine;VOSGES;880160;EPINAL;154;1 692 608;8 200
Lorraine;VOSGES;880413;SAINT DIE DES VOSGES;74;1 422 815;5 125
Alsace;BAS RHIN;670180;HAGUENAU;125;1 269 461;3 756
Alsace;BAS RHIN;670218;ILLKIRCH GRAFFENSTADEN;98;1 335 526;3 961
Alsace;BAS RHIN;670447;SCHILTIGHEIM;78;1 500 326;5 733
Alsace;BAS RHIN;670482;STRASBOURG;1 683;1 881 451;9 656
Alsace;HAUT RHIN;680066;COLMAR;237;1 465 419;5 092
Alsace;HAUT RHIN;680224;MULHOUSE;387;1 561 379;6 334
Franche-Comté;DOUBS;250056;BESANCON;419;1 528 489;6 104
Franche-Comté;DOUBS;250388;MONTBELIARD;80;1 218 142;3 128
Franche-Comté;JURA;390198;DOLE;68;1 180 431;2 860
Franche-Comté;HAUTE SAONE;700550;VESOUL;58;1 379 321;4 736
Franche-Comté;TERRITOIRE DE BELFORT;900010;BELFORT;124;1 433 079;4 979
Pays-de-la-Loire;LOIRE ATLANTIQUE;440109;NANTES;1 790;1 486 395;6 292
Pays-de-la-Loire;LOIRE ATLANTIQUE;440114;ORVAULT;152;1 448 480;5 346
Pays-de-la-Loire;LOIRE ATLANTIQUE;440143;REZE;64;1 345 661;4 106
Pays-de-la-Loire;LOIRE ATLANTIQUE;440162;ST-HERBLAIN;81;1 345 604;4 441
Pays-de-la-Loire;LOIRE ATLANTIQUE;440184;SAINT-NAZAIRE;159;1 240 213;3 418
Pays-de-la-Loire;LOIRE ATLANTIQUE;440190;ST SEBASTIEN SUR LOIRE;90;1 401 070;5 387
Pays-de-la-Loire;LOIRE ATLANTIQUE;440215;VERTOU;106;1 473 429;5 567
Pays-de-la-Loire;MAINE ET LOIRE;490007;ANGERS;635;1 420 423;5 161
Pays-de-la-Loire;MAINE ET LOIRE;490099;CHOLET;215;1 351 703;4 223
Pays-de-la-Loire;MAINE ET LOIRE;490328;SAUMUR;138;1 541 649;6 035
Pays-de-la-Loire;MAYENNE;530130;LAVAL;214;1 407 335;4 910
Pays-de-la-Loire;SARTHE;720181;LE MANS;608;1 504 807;5 850
Pays-de-la-Loire;VENDEE;850191;LA ROCHE SUR YON;149;1 544 851;6 689
Bretagne;COTES D'ARMOR;220278;SAINT-BRIEUC;219;1 518 905;5 633
Bretagne;FINISTERE;290019;BREST;325;1 465 384;5 398
Bretagne;FINISTERE;290232;QUIMPER;219;1 397 065;4 887
Bretagne;ILLE ET VILAINE;350115;FOUGERES;78;1 502 587;5 351
Bretagne;ILLE ET VILAINE;350238;RENNES;1 162;1 554 816;6 212
Bretagne;ILLE ET VILAINE;350288;ST MALO;383;1 381 592;4 456
Bretagne;MORBIHAN;560121;LORIENT;171;1 472 661;5 359
Bretagne;MORBIHAN;560260;VANNES;374;1 386 081;4 842
Poitou-Charente;CHARENTE;160015;ANGOULEME;170;1 466 279;5 370
Poitou-Charente;CHARENTE MARITIME;170299;ROCHEFORT;62;1 140 350;2 570
Poitou-Charente;CHARENTE MARITIME;170300;LA ROCHELLE;489;1 360 990;4 367
Poitou-Charente;CHARENTE MARITIME;170415;SAINTES;72;1 252 358;3 356
Poitou-Charente;DEUX SEVRES;790191;NIORT;234;1 720 129;7 840
Poitou-Charente;VIENNE;860066;CHATELLERAULT;98;1 304 323;4 100
Poitou-Charente;VIENNE;860194;POITIERS;337;1 754 605;8 075
Aquitaine;DORDOGNE;240037;BERGERAC;126;1 306 611;3 780
Aquitaine;DORDOGNE;240322;PERIGUEUX;120;1 615 489;6 473
Aquitaine;GIRONDE;330063;BORDEAUX;1 683;1 606 806;6 570
Aquitaine;GIRONDE;330069;LE BOUSCAT;209;1 562 706;6 052
Aquitaine;GIRONDE;330192;GRADIGNAN;94;1 456 434;5 563
Aquitaine;GIRONDE;330243;LIBOURNE;113;1 719 719;7 890
Aquitaine;GIRONDE;330281;MERIGNAC;201;1 381 279;4 403
Aquitaine;GIRONDE;330318;PESSAC;162;1 396 124;4 757
Aquitaine;GIRONDE;330449;SAINT MEDARD EN JALLES;72;1 225 854;3 188
Aquitaine;GIRONDE;330522;TALENCE;109;1 418 381;4 636
Aquitaine;GIRONDE;330529;LA TESTE DE BUCH;124;1 402 939;4 604
Aquitaine;GIRONDE;330550;VILLENAVE D ORNON;56;2 318 232;12 354
Aquitaine;LANDES;400192;MONT-DE-MARSAN;99;1 313 485;3 901
Aquitaine;LOT ET GARONNE;470001;AGEN;131;1 418 462;5 077
Aquitaine;LOT ET GARONNE;470323;VILLENEUVE SUR LOT;92;1 266 699;3 576
Aquitaine;PYRENEES ATLANTIQUES;640024;ANGLET;229;1 575 372;6 637
Aquitaine;PYRENEES ATLANTIQUES;640102;BAYONNE;193;1 442 807;5 057
Aquitaine;PYRENEES ATLANTIQUES;640122;BIARRITZ;388;1 336 166;4 111
Aquitaine;PYRENEES ATLANTIQUES;640445;PAU;479;1 332 951;4 214
Midi-Pyrénées;AVEYRON;120145;MILLAU;63;1 459 484;5 219
Midi-Pyrénées;AVEYRON;120202;RODEZ;145;1 342 690;4 105
Midi-Pyrénées;HAUTE GARONNE;310069;BLAGNAC;57;1 252 149;3 415
Midi-Pyrénées;HAUTE GARONNE;310149;COLOMIERS;70;1 255 937;3 296
Midi-Pyrénées;HAUTE GARONNE;310395;MURET;61;1 185 612;3 053
Midi-Pyrénées;HAUTE GARONNE;310555;TOULOUSE;2 121;1 458 571;5 393
Midi-Pyrénées;HAUTE GARONNE;310557;TOURNEFEUILLE;111;1 391 965;4 941
Midi-Pyrénées;GERS;320013;AUCH;84;1 320 607;4 024
Midi-Pyrénées;LOT;460042;CAHORS;91;1 192 277;2 955
Midi-Pyrénées;HAUTES PYRENEES;650440;TARBES;123;1 341 842;4 303
Midi-Pyrénées;TARN;810004;ALBI;159;1 357 779;4 368
Midi-Pyrénées;TARN;810065;CASTRES;159;1 409 878;4 559
Midi-Pyrénées;TARN ET GARONNE;820121;MONTAUBAN;189;1 595 496;5 942
Limousin;CORREZE;190031;BRIVE LA GAILLARDE;256;1 690 837;7 601
Limousin;CREUSE;230096;GUERET;51;1 112 968;2 496
Limousin;HAUTE VIENNE;870085;LIMOGES;538;1 791 550;8 653
Rhône-Alpes;AIN;010053;BOURG-EN-BRESSE;165;1 316 035;3 995
Rhône-Alpes;AIN;010283;OYONNAX;107;2 124 872;11 014
Rhône-Alpes;DROME;260198;MONTELIMAR;129;1 553 330;5 913
Rhône-Alpes;DROME;260281;ROMANS-SUR-ISERE;96;1 400 009;4 713
Rhône-Alpes;DROME;260362;VALENCE;263;1 520 175;6 030
Rhône-Alpes;ISERE;380053;BOURGOIN-JALLIEU;90;1 303 531;3 934
Rhône-Alpes;ISERE;380185;GRENOBLE;754;1 451 015;5 421
Rhône-Alpes;ISERE;380544;VIENNE;128;1 383 115;4 595
Rhône-Alpes;LOIRE;420187;ROANNE;124;1 512 316;5 439
Rhône-Alpes;LOIRE;420207;SAINT-CHAMOND;89;1 754 849;7 807
Rhône-Alpes;LOIRE;420218;SAINT-ETIENNE;676;1 563 582;6 744
Rhône-Alpes;RHONE;690029;BRON;184;1 295 226;3 802
Rhône-Alpes;RHONE;690034;CALUIRE ET CUIRE;489;1 630 976;8 112
Rhône-Alpes;RHONE;690123;LYON;3 878;1 585 700;6 637
Rhône-Alpes;RHONE;690149;OULLINS;66;1 359 203;5 015
Rhône-Alpes;RHONE;690202;SAINTE FOY LES LYON;333;1 594 011;7 305
Rhône-Alpes;RHONE;690264;VILLEFRANCHE;103;1 449 909;5 165
Rhône-Alpes;RHONE;690266;VILLEURBANNE;258;1 367 580;4 725
Rhône-Alpes;RHONE;690282;MEYZIEU;76;1 443 105;4 613
Rhône-Alpes;RHONE;690286;RILLIEUX LA PAPE;78;1 564 488;6 221
Rhône-Alpes;RHONE;690290;ST PRIEST;68;1 731 183;8 312
Rhône-Alpes;SAVOIE;730008;AIX LES BAINS;174;1 351 730;4 505
Rhône-Alpes;SAVOIE;730065;CHAMBERY;340;1 564 357;6 722
Rhône-Alpes;HAUTE SAVOIE;740010;ANNECY;475;1 430 054;4 835
Rhône-Alpes;HAUTE SAVOIE;740012;ANNEMASSE;118;1 204 679;2 959
Rhône-Alpes;HAUTE SAVOIE;740281;THONON LES BAINS;188;2 635 611;15 598
Auvergne;ALLIER;030185;MONTLUCON;156;1 355 745;4 367
Auvergne;ALLIER;030190;MOULINS;83;1 369 085;4 355
Auvergne;ALLIER;030310;VICHY;206;1 268 820;3 692
Auvergne;CANTAL;150014;AURILLAC;121;1 332 765;4 238
Auvergne;HAUTE LOIRE;430157;LE PUY EN VELAY;86;1 413 870;4 872
Auvergne;PUY DE DOME;630113;CLERMONT FERRAND;497;1 517 967;6 769
Languedoc-Roussillon;AUDE;110069;CARCASSONNE;108;1 570 599;6 931
Languedoc-Roussillon;AUDE;110262;NARBONNE;172;1 302 727;3 677
Languedoc-Roussillon;GARD;300007;ALES;106;1 341 075;3 927
Languedoc-Roussillon;GARD;300189;NIMES;606;1 473 455;5 479
Languedoc-Roussillon;HERAULT;340032;BEZIERS;234;1 525 888;5 735
Languedoc-Roussillon;HERAULT;340172;MONTPELLIER;987;1 342 377;4 208
Languedoc-Roussillon;HERAULT;340301;SETE;165;1 535 961;5 677
Languedoc-Roussillon;PYRENEES ORIENTALES;660136;PERPIGNAN;462;1 359 555;4 362
PACA;ALPES DE HAUTE PROVENCE;040112;MANOSQUE;78;1 387 678;4 584
PACA;HAUTES ALPES;050061;GAP;178;1 363 918;4 343
PACA;ALPES MARITIMES;060004;ANTIBES;983;1 423 857;5 164
PACA;ALPES MARITIMES;060027;CAGNES SUR MER;328;1 356 583;4 542
PACA;ALPES MARITIMES;060029;CANNES;1 593;1 637 366;6 787
PACA;ALPES MARITIMES;060030;LE CANNET;434;1 459 028;5 463
PACA;ALPES MARITIMES;060069;GRASSE;351;1 416 996;5 058
PACA;ALPES MARITIMES;060083;MENTON;243;1 331 101;4 219
PACA;ALPES MARITIMES;060088;NICE;2 940;1 448 061;5 397
PACA;ALPES MARITIMES;060123;ST LAURENT DU VAR;162;1 293 177;3 815
PACA;ALPES MARITIMES;060155;VALLAURIS;299;1 406 488;4 692
PACA;ALPES MARITIMES;060900;MONACO;208;1 877 423;9 666
PACA;BOUCHES DU RHONE;131005;AUBAGNE;165;1 365 842;4 359
PACA;BOUCHES DU RHONE;131028;LA CIOTAT;158;1 398 725;4 567
PACA;BOUCHES DU RHONE;131055;MARSEILLE;2 951;1 567 617;6 624
PACA;BOUCHES DU RHONE;132001;AIX EN PROVENCE;1 426;1 545 568;6 129
PACA;BOUCHES DU RHONE;132004;ARLES;175;1 427 825;5 138
PACA;BOUCHES DU RHONE;132054;MARIGNANE;58;1 214 444;3 152
PACA;BOUCHES DU RHONE;132056;MARTIGUES;69;1 317 641;3 771
PACA;BOUCHES DU RHONE;132103;SALON-DE-PROVENCE;114;1 303 322;3 994
PACA;VAR;830050;DRAGUIGNAN;153;1 334 715;4 262
PACA;VAR;830061;FREJUS;289;1 383 922;4 508
PACA;VAR;830062;LA GARDE;71;1 461 024;5 139
PACA;VAR;830069;HYERES;443;1 371 925;4 311
PACA;VAR;830118;SAINT RAPHAEL;687;1 406 564;4 923
PACA;VAR;830126;LA SEYNE SUR MER;104;1 206 099;3 162
PACA;VAR;830129;SIX FOURS LES PLAGES;181;1 386 218;4 503
PACA;VAR;830137;TOULON;590;1 415 790;5 018
PACA;VAR;830144;LA VALETTE DU VAR;70;1 295 986;3 742
